"ID"	"S01"	"S02"	"S03"	"S04"	"S05"
"SAMf2ce197162ce"	0.228322037319939	0.468167047156668	0.0657083598848737	0.0867198729476998	0.113095427796114
"SAM698d8d76b934"	0.112738818515874	0.157302627817629	0.00834710479431327	0.441839932220667	0.0853020144043641
"SAMc1b27bc16435"	0.00552375690870369	0.104143443748602	0.06830958414348	0.0965004789471639	0.0512733274215666
"SAM85e41e7f33f9"	1.54630867607894e-14	0.549852762559801	0.0384262579129677	0.0140708454835346	0.0508157011898069
"SAMf275eb859a39"	0.0169661792266524	1.08377556937497e-09	0.311729373764548	0.198657598400011	0.0226594280452162
"SAM7f0d9cc7f001"	0.547791981491529	0.117184797622003	0.247327693119464	0.0457760169930332	0.0419195107739637
"SAM4305ab968b90"	1.11862035858536e-14	1.11862035858536e-14	1.11862035858536e-14	0.054736185465274	0.00444640951753983
"SAMcf018fee2acd"	0.253959118327604	9.41946380899425e-15	0.446987598404281	0.195988237673031	0.0884688165630722
"SAMb2f1d0e54ece"	0.420383448200616	0.375310299497924	0.0893903696141108	0.00846805684480059	0.0786417982079501
"SAMcc4675f394a1"	0.0399097385907838	0.00683327117319663	0.0932542431498645	0.0881203282394389	0.693948208052502
"SAM49f9b2e57aa5"	0.0584974239105411	0.00853425286338702	0.0407660986556405	0.356055565967945	0.151785442341457
"SAM2e7aa8fa0ab3"	0.0384197062945911	0.0709972144576087	0.0106849235589355	0.166812601781177	0.0593054825670318
"SAMd0e47be700b0"	0.0353366272999117	1.32141080736573e-14	0.0270096604987545	0.476562600294436	0.0849406822893489
"SAMdf3e42c8672a"	0.00693595551125294	0.150724756763769	0.0026600417142863	0.0915570107845043	0.0533373957951176
"SAMd027124354ce"	0.180377691492219	0.188968750046953	0.0110217758200414	0.448613946111523	0.0898927765111257
"SAM36d87392593b"	0.0457405546565847	0.162210716254466	0.0526976679884122	0.383515824289861	0.0730512279449862
"SAM4edbe45817b3"	0.00432508682240556	0.318537868221591	0.0832972311011256	0.0048434926718164	0.061121935103226
