"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"
"EA595454"	0.213532680015001	0.173975278251275	0.0269061851197202	0.0271543874147125	0.0555411280228131	0.0151047492244119	0.0803345454633934
"EA595455"	0.0208428590771654	0.0111224281891603	0.154430334300766	1.34933662703888e-06	0.0877309745895925	0.0717208904889826	0.0441891966335446
"EA595473"	0.0296481175713089	0.0514384732595646	0.152774784470257	0.0812981324542429	0.0766311679613081	1.14834188288772e-14	0.0239704862722527
"EA595500"	0.0675040672077156	0.0431360201925958	0.132966912554086	0.00497671413733465	0.0519380567667055	0.090894072167194	0.0581760230173263
"EA595522"	1.28740415609128e-14	0.018298997570056	0.102915665996593	0.176268557439655	0.039171248045029	0.12676166625073	0.0125009897533215
"EA595529"	0.0328110613856105	0.00297221685163965	0.082364795373231	8.87542776190039e-15	0.00608990066685531	0.165671889536463	0.029331057949745
"EA595564"	0.00919681929750073	0.046181163879491	0.0112657231092646	0.210551295062204	0.0588893979279996	0.104837246663233	0.058294495921076
"EA595565"	1.19740290326845e-14	0.0733459223494757	0.0901942413422359	1.19740290326845e-14	0.0511512145513239	0.03975417797847	0.0637154168944432
"EA595585"	5.76854731030636e-12	0.00281781840749548	0.0855017540013761	0.0881434948603702	0.0535147061486473	0.0738518007495256	0.0377597903742938
"EA595597"	0.182447488103951	0.180429549609979	0.0303322135407054	0.0293090263160039	0.0415164678637069	0.0196690444342002	0.0827943271633022
"EA595620"	1.70895954952444e-06	0.0438273904956297	0.0505664697962383	0.107805960276996	7.54366700943985e-15	0.0686566233577539	0.0114627242056645
"EA595621"	0.00715274673151618	9.32281180635717e-15	0.116019721725727	9.32281180635717e-15	0.00243443424752567	0.184863181339245	0.080947147851529
"EA595624"	0.00502670853333042	0.0175094228723332	0.163125341655209	0.106537868286172	0.0694884796444698	0.115972836776934	6.34735796671714e-06
"EA595628"	0.00238651468054159	0.00191162491257545	0.044378427384215	0.088874151240398	0.0772131595654415	0.0314256899778338	0.0596851093820062
"EA595632"	0.0229986242869718	7.71665560807871e-05	0.0211771667254624	1.27507519495051e-14	0.0684543220963752	0.141661781727425	0.0558645546128862
"EA595635"	0.0429683851457196	9.61764927996033e-15	0.0361278632145656	9.61764927996033e-15	0.0311520286249901	0.0461741636536135	0.0679905734468235
"EA595636"	6.46790231957551e-15	0.0514321307768793	0.0487381324045188	0.0801556651178281	0.0122892569400083	0.081955078021981	0.0421681538209078
"EA595647"	0.128132171102205	0.243553919742953	0.0635696023889096	1.03992206514977e-14	1.03992206514977e-14	0.00943875723793253	0.0231062074036871
"EA595650"	0.199216577797276	0.217477949914369	0.0116762937397234	0.0198755122135153	0.0111920934333762	0.0623449824861108	0.0360306658146585
"EA595653"	0.0895761648071205	0.0431577644202635	0.11629940024605	0.14917274448943	0.0299723394996521	0.0707951662938856	0.0544844379507222
"EA595654"	0.00711157506575758	0.0513989088295996	0.000958216595758403	0.0866568605275351	0.0209171224117369	0.0298427041560616	0.145496899354183
"EA595660"	0.157173808395511	0.120605121283455	0.016998606770293	0.0171984358554258	0.0599483885280282	0.00571396574389113	0.0141860427652384
"EA595661"	0.0165390139407625	0.0753757835578612	0.132830922365126	8.8543303188209e-14	0.143091506483457	0.0154996476853913	0.0663858110266912
"EA595668"	7.84415494667285e-15	7.84415494667285e-15	0.0724334903534358	7.84415494667285e-15	0.0389179503792621	0.138237178412565	0.0473240033707607
"EA595679"	1.30248910280538e-14	0.012080939838821	0.144497347060961	0.0575644437574798	0.0833775758906223	0.106231910003211	0.0851442403320547
"EA595711"	1.03253769276199e-14	0.00584789967749057	0.0258027860548263	0.0345647465825547	0.0168629982883289	0.123728929152336	0.0732220449392015
"EA595719"	8.17233918460428e-15	8.17233918460428e-15	0.0467892786009333	0.0505751652753462	0.0356707915351213	0.125559254313677	0.00188477841780361
"EA595720"	0.0195550290470916	0.209197290577203	0.0943093558085013	0.10445461696053	0.0358282510534228	1.128663718159e-14	0.0330467155318249
"EA632123"	0.02688586529767	0.0521528010502882	0.0563570335906844	0.0775692578214484	0.03926284383527	0.0861785758341423	0.0140424031241738
"EA632133"	0.125885515454231	0.100208543619018	0.0372805227800682	9.17154577975126e-15	0.0369724240255713	0.0222137187240006	0.0535330581064316
"EA632138"	0.136035329410587	0.220179236470922	0.0610851593996102	0.0255207857613708	0.056299895132319	0.00653052356534147	0.0620675118138481
"EA632149"	0.00983408457305707	1.68161818394506e-12	0.0609547248375315	0.170556172217141	0.0464688473727878	0.0423881362275755	0.0748882481131476
"EA632151"	0.0105267849069161	0.00397057283496126	0.0793236118638125	0.0738567996369054	0.0377306899901947	0.086876239238376	0.0186831187625832
"EA632171"	0.108149208232225	0.077900564119332	0.0637904318951852	9.82389975891787e-15	0.109144166035216	0.0061010867028801	0.0257956457861876
"EA632174"	0.042501895454247	0.108907883523388	0.0209219839935755	0.213356382266099	0.0378844855052575	9.11891083131007e-15	0.0698451560013284
"EA632234"	0.0862141200548389	0.0437707400285752	0.0100905149444866	9.80386252899638e-15	0.0248524806435528	0.174613233351829	0.0605774066794448
"EA632688"	0.00393984953257657	0.000250568815223995	0.1042075725649	0.0775400141597169	0.0205244099607676	0.179284715630997	0.0421862818913534
"EA632702"	0.104076769604264	0.107837933306369	0.0289444836289368	9.0619462120718e-15	0.0200770173096229	0.012876584779816	9.0619462120718e-15
"EA632744"	0.0293023487421168	0.0351564011582979	0.0535692983515901	0.00140143278656088	0.123616263083276	0.0727683472173339	0.0444905003685053
