"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"TCGA.VD.AA8N.01A"	0.0231919641361453	0.0613285615348732	0.205313496347691	0.00512891694069083	0.0663153862856996	0.0108829077337734	0.0208772084106522	8.25833276454315e-15	8.25833276454315e-15
"TCGA.WC.AA9E.01A"	0.0263132584175741	0.0337390448645069	0.00958636577653414	9.22292200886974e-15	0.0794808680283847	0.0248674544968652	0.20019002653286	0.206026700956868	0.143018356159374
"TCGA.V3.A9ZY.01A"	0.00597691395114382	0.0800807950001837	1.05047745952297e-14	0.0201949260404991	0.104437145853466	0.00805506335645197	0.0610664449082992	0.0150537298070404	0.0723152738866338
"TCGA.V4.A9EM.01A"	0.0479925695337097	0.115245958838955	0.00668643557996739	0.0134984124253361	0.0425989208283272	0.1221956126563	0.128607774135888	0.0629004778820802	0.190998552301084
"TCGA.VD.A8K9.01A"	0.00136709531389379	0.0794839220361007	0.0155034499773075	0.00500630604459778	0.0401352087790289	0.0470206521918476	0.283488574984484	0.211972725733874	0.0550099999251451
"TCGA.V4.A9F4.01A"	0.0531355151130509	0.0577435427934933	1.08264383112863e-14	0.100964421351142	0.140927243895622	0.133684349193569	0.0213161759728334	0.204781815913122	0.0695572702124778
"TCGA.V4.A9E9.01A"	6.89920344261162e-15	0.00811957545667747	6.89920344261162e-15	6.89920344261162e-15	0.00116470141434449	0.00151255131412387	6.89920344261162e-15	6.89920344261162e-15	0.000921030486993963
"TCGA.WC.A885.01A"	7.44301236592335e-15	0.000250301559557168	7.44301236592335e-15	7.44301236592335e-15	0.00695015341763362	0.00174569556727576	0.0146473947624804	7.44301236592335e-15	0.0202319003471833
"TCGA.VD.AA8M.01A"	1.04371034498036e-14	0.0257431034813488	1.04371034498036e-14	0.0147996809753911	0.0183433571279856	0.0268383512279001	0.073873299822823	0.0158486163272559	0.00600372763455131
"TCGA.YZ.A984.01A"	7.91775382916113e-15	7.91775382916113e-15	7.91775382916113e-15	7.91775382916113e-15	0.100372428311972	0.103518822187179	0.0450513593483102	0.00443956455061073	0.019387223271909
"TCGA.VD.AA8S.01B"	9.13783542723686e-15	0.120515512997875	0.00168662758953097	0.00691500983376804	0.181603097370479	0.198225495680024	0.03205534839934	0.0794007059306475	0.0340997734998843
"TCGA.V4.A9EF.01A"	1.15860778622325e-14	0.0584163537467305	1.15860778622325e-14	0.0371145051024866	0.0602247639689324	0.0441531599402225	0.194932775520796	0.0259060138696115	0.0061792504632833
"TCGA.YZ.A983.01A"	0.0223840021268501	0.0338748279256937	0.000946937106301886	0.0310686652497427	0.115938315130716	0.00984054110437232	0.153501627457529	0.125283560229122	0.128894589606648
"TCGA.V4.A9EJ.01A"	1.23393921272883e-14	0.0369961401607536	0.0287205428044696	0.0183723824933454	0.0630046544605622	0.0301535330421552	0.108307010582557	0.122937299895553	0.0999975708588136
"TCGA.VD.A8KD.01A"	0.245419201359782	0.000170850517735298	0.32614366456334	0.183637354416602	0.0390845414850027	0.0545610345394135	0.0441171904526148	0.061068632562563	0.0364433623041166
"TCGA.WC.A888.01A"	0.286262069434852	0.115396131559693	0.278862913450626	0.103078038366236	0.0221688474321026	0.0307859149230464	0.0458799570966153	0.027202878208077	0.0582896038324908
"TCGA.WC.A881.01A"	0.0119717670397	0.062523536799657	0.00346125721695195	1.0092456497748e-14	0.0446820758403522	0.0323300128846409	0.0511915863183663	0.0182585092399486	0.0971046601160704
"TCGA.VD.A8KK.01A"	0.00515606475712068	0.00927406066127854	0.00599481864614596	1.08036833984379e-14	0.00773933872813323	0.021858951387976	0.0411766032674441	1.08036833984379e-14	0.0121308707042505
