"ID"	"S01"	"S02"	"S03"	"S04"	"S05"
"TCGA.AG.A025.01A"	0.0115649224178267	0.00312267522357341	0.0657312838564035	0.291603652707717	0.143749255570556
"TCGA.EI.6884.01A"	0.213456391946277	0.200556927877187	0.23077012373884	0.00876412794644483	0.0817266380580792
"TCGA.AG.3742.11A"	0.0830999782187217	0.314415682244754	0.346015731709657	0.0275777758384997	0.10072182952629
"TCGA.AG.3582.01A"	0.0762592025809763	0.011359056143574	0.0880237309367631	0.0483491519712618	0.234974923925214
"TCGA.DC.6154.01A"	0.036270087792137	0.0125088839995726	0.0378243346965502	0.0568838509625167	0.064901049303718
"TCGA.AG.3611.01A"	0.0115101892456954	0.129861066890106	0.0242919846066734	0.057464990652872	0.0312485325563405
"TCGA.DY.A1DD.01A"	0.0421242461362506	0.000281315012794202	0.00680685281635156	0.152736788957561	0.176208450362299
"TCGA.AG.3609.01A"	0.0603236629400633	0.0903310813397693	0.0904837944908605	0.0365696901485167	0.0838869583343515
"TCGA.AG.A01L.01A"	0.077814196035914	1.87760528105196e-14	1.87760528105196e-14	0.161476933838505	0.144958873751769
"TCGA.AG.4022.01A"	0.225674391659756	0.139914898477722	0.216314804831239	1.41117576235884e-14	0.138946308947199
"TCGA.AG.A01W.01A"	0.0820282307279945	0.120320889702093	1.92136279102477e-14	0.14844639011463	0.0191255131910711
"TCGA.AG.A02N.01A"	0.313949913171882	0.119757644343724	1.08749538603545e-14	0.0348350328692758	0.00146927349351093
"TCGA.AH.6549.01A"	0.00250590730249438	0.038228445145672	0.151594987911034	0.0933713977759915	0.210907823129595
"TCGA.AH.6903.01A"	1.57807971053623e-14	0.159104359660518	1.57807971053623e-14	0.00936683876886551	0.0767758864757181
"TCGA.AG.3727.01A"	0.0434181861751894	1.24895959638644e-14	0.109144900529782	0.226247250848907	0.171155438178205
"TCGA.F5.6863.01A"	1.59051115501066e-14	0.0178707127442498	0.137872842055401	0.2070436125948	0.178184002846013
"TCGA.AG.3887.01A"	0.079296420818259	0.184450158452386	0.114546065774078	0.223749419883958	0.095747702185747
"TCGA.AG.A01J.01A"	0.0387607505424358	0.0199763937285435	0.00705165742308865	0.0712386288952703	0.135775926630323
"TCGA.AF.5654.01A"	1.56426688152844e-14	1.56426688152844e-14	0.0132897713887357	1.56426688152844e-14	0.0549161611507544
"TCGA.DY.A1DE.01A"	0.0934374577050527	0.0383997844173414	0.264844618085999	0.0869352693497959	0.0991074204880436
"TCGA.AF.3913.01A"	1.53534849536352e-14	1.53534849536352e-14	0.170285847302851	0.156874796802391	0.126546811537405
"TCGA.AG.A014.01A"	0.01585838196294	1.34136616056669e-14	1.34136616056669e-14	0.160912576310758	0.130401505391449
"TCGA.AG.4015.01A"	0.0314694270507044	0.00299532200915664	1.82713559145827e-14	0.0681535271156867	0.238456200584573
"TCGA.G5.6572.01A"	6.92768430942556e-15	4.58821216290282e-07	0.201263582478227	7.39533613218058e-05	0.0815371840294444
"TCGA.AG.A011.01A"	1.43255972937363e-14	1.39128656330255e-13	0.0137342346388246	0.134614423218794	0.329721031776018
"TCGA.EI.6511.01A"	0.540668417190456	0.00854542636079533	0.120771346477641	9.3117028172764e-13	0.0409128103571733
"TCGA.AG.4008.01A"	0.0502482378414377	0.0677657638721449	0.242820458686612	0.139582567865346	0.118243281790299
"TCGA.AG.3731.01A"	0.269383944196676	0.06815565906727	0.374625216497005	0.0318679801121523	0.077031363283487
"TCGA.AF.5654.11A"	0.00293679329503743	0.434577631053768	0.0590883781348882	1.29433060417479e-14	0.00834269404808419
"TCGA.AH.6643.11A"	0.235191405965987	0.299735888457857	0.183983085849504	9.07835834258665e-15	0.058736020587267
"TCGA.AG.A032.01A"	8.61739429288341e-15	8.61739429288341e-15	0.00843212973317672	0.0491094059902262	0.047742582532146
"TCGA.AH.6544.01A"	1.64922464922285e-14	0.0245361299036955	1.64922464922285e-14	1.64922464922285e-14	0.0230513170975151
"TCGA.AG.A020.01A"	0.033095315053712	0.0608085056173633	1.43308673520991e-14	0.0539597709500707	0.0599336576638835
"TCGA.AG.A026.01A"	0.00245961380502505	1.5587171549582e-14	0.0848392673612949	0.180877129679339	0.139138245034702
"TCGA.DY.A1H8.01A"	0.00757234795633088	1.0581921189768e-14	0.016294939474715	0.143748853420868	0.00770681980566983
"TCGA.AG.3883.01A"	0.15334590977258	0.0345468475338603	0.276956684942058	0.222747667421327	0.100087510615468
"TCGA.EI.7004.01A"	0.0945382187166324	0.096435993833906	0.595739062055918	9.76141913462686e-07	0.0189349629211479
"TCGA.AF.6136.01A"	0.0279486906697033	0.0746077471554166	0.032198022805303	0.35950804724335	0.00732036001176847
"TCGA.DC.4745.01A"	2.38577920360361e-14	0.062651052769326	0.0540060075112705	0.0158070555415809	0.0604398790714688
"TCGA.EI.6883.01A"	0.27085626382979	3.8748074619847e-09	0.0817677596529066	1.38203912172043e-14	0.215746750335634
"TCGA.EI.6917.01A"	0.359326976619576	8.84443512075176e-15	0.209720799795663	0.126282059288202	0.0872816233389036
"TCGA.AF.2692.11A"	0.0642927467434618	0.343677466147993	0.341664521078534	0.0075647889265962	0.129836381126806
"TCGA.F5.6861.01A"	0.0884578997806573	0.00271533825312284	0.0374317081222258	2.20487638585121e-14	0.0755473301013155
"TCGA.EI.6508.01A"	0.0961920591523364	0.0368672794488923	0.0250371827592871	0.0138523986603455	0.238372178570806
"TCGA.F5.6465.01A"	0.276149737065516	0.0370223411032965	0.440447436060323	0.0299522837668141	0.0584320382294751
