"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"
"TCGA.23.1120.01A"	0.0696544763716556	0.0382438175371447	0.205935271125135	0.265654484393341	0.0816998030081858	0.0886719083060822
"TCGA.29.1695.01A"	0.0984557456426346	8.80600590577766e-15	0.0358416806246382	0.163830471463877	0.464799331362843	0.195557021697596
"TCGA.61.2003.01A"	0.28843366362873	0.0775668043206914	0.0011170706370781	0.26260280502741	0.295646435329849	0.0586205280670213
"TCGA.13.1404.01A"	0.0984521403747725	6.45364013491632e-13	0.0241178358385906	0.102390075910755	0.268848826170464	0.0414997083067699
"TCGA.23.1027.01A"	0.0172594234053415	0.163437516400438	0.0209487080681359	0.0614500380892663	0.0988570988796556	0.23310124836349
"TCGA.23.1022.01A"	0.0753691807884936	0.296118469338316	1.03039161493026e-14	1.03039161493026e-14	1.03039161493026e-14	1.03039161493026e-14
"TCGA.61.2088.01A"	0.0691516689701227	0.154506297870891	0.360461652361719	0.00588465107991183	0.0232712242449869	0.0329815244568672
"TCGA.13.1507.01A"	1.25177887282665e-14	0.0507754305809716	2.64776679365651e-12	0.196127520190365	0.306881047725316	0.142120123952831
"TCGA.61.1725.01A"	0.0977511666756235	1.78073426641931e-14	2.95115004082703e-14	0.103787733474828	0.222174497539268	0.127214367176093
"TCGA.31.1944.01A"	0.216958642967323	0.0299052350060581	0.122216903177561	0.0322991907952538	0.237980978485471	0.194441097091527
"TCGA.61.2092.01A"	0.00205931167439259	0.118568486828534	0.180088324454175	0.0138150877214653	7.41977349850072e-15	9.90723817880256e-08
"TCGA.29.1710.01A"	0.0622966204709198	1.28576343951284e-12	0.00182857912005397	0.385846066568841	0.383628293152714	0.14499058558539
"TCGA.36.1571.01A"	0.0567528511928773	0.285306515328591	0.313635396660833	0.0148074109546346	0.00483409293284376	0.0238490482573938
"TCGA.23.1118.01A"	0.0424262372857563	0.153414016440492	0.174900796941761	0.132329217864833	0.020036830174876	0.139723919601337
"TCGA.29.1694.01A"	0.118602032798122	0.150745881423876	0.0474860888732455	0.122902319952343	0.247281630492894	0.0877943202648127
"TCGA.25.1318.01A"	0.174801034515394	0.0489592767191556	0.147063482443293	0.0213957397868327	0.190632905396156	0.211502096780093
"TCGA.25.1870.01A"	0.122444384497652	0.172602852389005	0.240253938730384	0.138214063796368	1.1559085109852e-14	0.177679468226016
"TCGA.23.1028.01A"	0.0255128767817002	0.0327296476570143	1.34295045237599e-14	0.0103335539466035	1.34295045237599e-14	0.144159416794817
"TCGA.24.1469.01A"	0.0468002901103319	0.173579857219061	0.350305494516933	9.75963665492397e-15	9.75963665492397e-15	0.0736074089931801
"TCGA.29.1705.01A"	0.0774183916329341	1.1966177602806e-14	0.0257728988335373	0.0681165302426944	0.588485545753823	0.0364472041997683
"TCGA.13.1410.01A"	0.104883443245584	0.0621313392291987	0.0942747402251034	0.0894880165834133	0.205471061638569	0.06530269648976
"TCGA.24.1426.01A"	0.0541742875923804	0.0763268522375102	0.165898419301201	1.18555411421448e-14	1.18555411421448e-14	0.0403518902072474
"TCGA.20.1687.01A"	0.00755102151330795	0.0276461558198999	0.00948377747163132	0.157173637896655	0.242222475947376	0.0462651803186452
"TCGA.13.0884.01B"	0.0865140467736893	0.00167708532792655	0.00608924935161163	0.0713809856981494	0.170352310133468	1.66865067612538e-14
"TCGA.13.1489.01A"	0.0749745940397449	0.186607088993482	0.208946749450631	1.19650639532847e-14	1.19650639532847e-14	1.19650639532847e-14
"TCGA.29.1697.01A"	0.0858459359434482	0.0771234881777846	0.294326061465133	0.0412673251507156	8.42657028615934e-15	8.42657028615934e-15
"TCGA.04.1362.01A"	0.0708092913012718	0.243654845485919	0.22530733472416	0.0044437768866123	1.06839116414932e-14	0.0596707099734023
"TCGA.29.1688.01A"	0.013105903869247	0.102267964987714	0.0354305539453061	0.262256741329626	0.227225064638693	0.086853315126621
"TCGA.25.1313.01A"	0.248736807294981	0.108213817590652	0.0930156034056428	0.148386634235084	0.0962969550611771	0.20394696516207
"TCGA.24.1616.01A"	0.0939590090771406	0.0764751752960391	0.202360512086954	1.33240731618198e-14	0.0782149595421737	0.0437942290287333
"TCGA.24.2281.01A"	0.0158069496474596	0.000957022434104269	0.0565999904471406	0.214991662350844	1.35611331180809e-14	0.28929428074089
"TCGA.61.1736.01B"	0.104369591705322	0.322774579772785	0.13672055203888	0.0844146027982749	6.867937031684e-14	0.200019832125391
"TCGA.29.1774.01A"	0.14748376125602	0.104239304390933	0.305337326829601	5.3146783257086e-15	0.0282673538827499	5.3146783257086e-15
"TCGA.25.1326.01A"	0.129661428407881	0.0931259341227593	0.0287432022620732	0.178575848887738	0.397068571301469	0.11216686651938
"TCGA.13.0726.01A"	0.0485780640989543	0.0151465444414909	0.0687762991776163	0.0972561857329831	0.07202541949805	0.00740038998526863
"TCGA.10.0937.01A"	0.0392405419142493	0.122825579992595	0.0124750176568751	0.0228300890984648	1.41527182716129e-14	0.0367595924493736
"TCGA.24.2023.01A"	0.00670184168283987	0.0217769606869873	0.071611430725939	0.140953696736263	0.0377392279941998	0.0990943904551921
"TCGA.25.1320.01A"	0.152762108653545	0.0887746105972154	0.0590516706712715	0.149271515389975	0.388158095423601	0.134247229410695
"TCGA.13.1489.02A"	0.0108840490557307	0.128405936014544	0.0979959319612937	0.0045945912845659	1.22484501618288e-14	0.16488728038665
"TCGA.13.1498.01A"	1.5325212635347e-14	0.0829699807680437	0.0397753558358083	0.170137444049785	0.0692207984283838	0.117892183118356
