"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"
"TCGA.E9.A1NI.01A"	1.68205281248792e-14	0.0060491008497986	1.68205281248792e-14	0.0309874934310872	1.68205281248792e-14	0.0460817388347919	0.0237893587235809	0.211729457917178
"TCGA.A1.A0SP.01A"	0.0458866185974513	0.143075943662639	0.014184302476014	0.0604319812257002	8.96063968414562e-15	0.122761672496665	0.116739029241049	0.000841336248155978
"TCGA.BH.A1EU.11A"	0.007320038133864	0.000448938523636761	3.93476269265902e-05	0.0239681095395912	0.519055485729776	0.0142743110219983	0.0689730255609412	1.02278820398608e-14
"TCGA.A8.A06X.01A"	1.69022178714658e-14	1.69022178714658e-14	0.240047145858312	1.69022178714658e-14	1.69022178714658e-14	1.69022178714658e-14	0.0113647122318245	0.115253169700598
"TCGA.E2.A14T.01A"	1.49914399197796e-14	0.0623531487373099	1.49914399197796e-14	0.00814383078177111	1.49914399197796e-14	1.49914399197796e-14	0.237936736333659	0.0158287595214645
"TCGA.AC.A8OS.01A"	0.164894035107285	0.068480067967412	1.32564723399598e-14	0.00907010071110997	0.241050514369425	0.0149648203240004	0.00880398013466134	0.0137223444770758
"TCGA.A8.A09K.01A"	0.0916774249170767	0.0295773323138239	0.154393256998024	0.0130060659404876	1.5171431036403e-14	0.0273701217357079	1.5171431036403e-14	0.000110424869570651
"TCGA.OL.A5RY.01A"	0.283560096858918	0.0876492019448459	0.028257986292254	0.0091820362544523	0.0338265193774345	0.0834451436130759	0.156507016934953	0.0800647850684798
"TCGA.BH.A0DG.01A"	0.138325170454908	0.100837213259946	0.000960721532175867	0.0240713789009977	0.0362649901901954	0.0614957279255226	0.0564774438019686	0.183937967227989
"TCGA.B6.A0I9.01A"	0.0149115982133856	0.0687419631079589	0.0328644357019992	0.0421018129802358	2.0057866097389e-14	0.0171612587437218	0.0566660953903906	2.0057866097389e-14
"TCGA.A2.A0CP.01A"	0.00451301843000817	1.83575083111027e-14	1.83575083111027e-14	0.000924714267921618	0.182225436354884	0.0211919925582198	0.0253468808656791	0.176560402052951
"TCGA.A8.A07S.01A"	1.9508856530396e-14	0.0453041762924463	0.00110168562200592	0.0255177755486779	1.9508856530396e-14	1.9508856530396e-14	0.0244819584983897	0.0519378409977046
"TCGA.AO.A12H.01A"	1.80954659343464e-14	0.0279434737502616	1.80954659343464e-14	1.80954659343464e-14	0.00675426162210714	1.80954659343464e-14	1.80954659343464e-14	1.80954659343464e-14
"TCGA.BH.A203.11A"	0.00632831431859677	1.01566638707461e-14	0.00307532063670823	0.0377773005487208	0.483813671811963	0.0153921962282485	0.0385748618759073	1.01566638707461e-14
"TCGA.AR.A1AU.01A"	0.0384367317313239	1.76217174297283e-14	1.76217174297283e-14	1.76217174297283e-14	0.336824931290521	1.76217174297283e-14	0.0980530205000397	0.0754141919084071
"TCGA.D8.A1X9.01A"	1.64242035188492e-14	0.0746891514899025	0.271579382671486	0.00544463332063258	1.64242035188492e-14	1.64242035188492e-14	0.0462491779952998	0.242608432543883
"TCGA.E9.A1RH.11A"	1.11630048783012e-14	1.11630048783012e-14	4.68204287482422e-08	0.0670872557403985	0.547623574801296	1.11630048783012e-14	1.11630048783012e-14	1.11630048783012e-14
"TCGA.A8.A07R.01A"	8.96660629303129e-15	8.96660629303129e-15	0.0438550537890746	0.144818882729363	0.00352911814070236	4.21186191249111e-08	0.106128018937404	8.96660629303129e-15
"TCGA.AO.A12C.01A"	0.000208801378129844	1.5949444473491e-14	1.5949444473491e-14	0.0503375833611261	0.0622436862521947	0.0046581030370194	0.0858227746417532	0.211176799426569
"TCGA.V7.A7HQ.01A"	0.00107377884880089	1.15625244084839e-14	1.15625244084839e-14	0.0164866633552933	0.00379484179742158	0.00164262483401673	0.0361683611709735	0.0134607238216683
"TCGA.A2.A1FZ.01A"	0.0270451032545114	0.188389591277316	1.23762969347604e-14	0.0186386857087877	0.155082589214434	0.0600893785024779	1.23762969347604e-14	0.152310952825581
"TCGA.AR.A251.01A"	0.0353236414752697	0.0298895500588366	0.0313086281824529	0.154021493757933	0.0419293861241825	0.0154917478344211	0.129059501215765	0.0281671183913147
"TCGA.BH.A18J.11A"	0.00399931274631003	0.0261864072298503	3.26241704532788e-11	0.0270792098071248	0.539229522337167	0.01158735162603	0.0933281815629006	1.01646721934312e-14
"TCGA.EW.A1PF.01A"	0.159510343250389	0.0619881753551164	1.74854560409173e-14	0.0118294303309214	0.101015834485115	0.0481938442508858	0.0736854137033224	0.193349058364639
"TCGA.BH.A18T.01A"	0.0153537142822044	0.0202311456433204	0.018180723129049	0.0544880033264281	1.07287613240039e-14	0.0183361940897177	0.110556530186827	1.07287613240039e-14
"TCGA.AR.A24S.01A"	0.119353879871501	0.284838071968105	0.0269144315820737	0.0387783902102221	0.00377841585965821	0.107740455440036	0.0705962332275459	0.178126097845297
"TCGA.AN.A041.01A"	1.58519851605337e-14	0.0688297924667959	1.58519851605337e-14	0.0578429478855791	0.00477265564168648	0.0300326137444821	0.0512047366711422	0.205212935839904
"TCGA.BH.A0E0.11A"	1.21905794026417e-14	1.21905794026417e-14	0.00715412075642066	0.00172843897700821	0.181615487863005	0.00725845484642985	0.0576627998173868	1.21905794026417e-14
"TCGA.E2.A1LL.01A"	9.47883147656711e-15	9.47883147656711e-15	9.47883147656711e-15	0.0255158416285803	9.47883147656711e-15	0.0112747601835565	0.394279449742312	0.0256685005700052
