"ID"	"CE1"	"CE2"	"CE3"	"CE4"	"CE5"	"CE6"	"CE7"	"CE8"	"CE9"	"CE10"
"TCGA.MP.A4T4.01A"	0.179339179703622	0.144256771240897	0.0477892508015757	0.0627485785606087	0.0341018291016241	0.00566662576202617	0.0280387264287194	0.0649522519898914	0.259802272994736	0.173304513416299
"TCGA.05.4250.01A"	0.269037416677406	0.188365870994579	0.118499250182335	0.0238101196635361	0.039235717833943	0.0155435927108662	0.149048608593389	0.0213299408356799	0.164987365802227	0.0101421167060382
"TCGA.64.5774.01A"	0.0949132104126248	0.0825761795133863	0.0287474110739948	0.0548330211100177	0.249399369031147	0.00220678722461047	0.201875960261522	0.229359911352328	0.0385320140642557	0.0175561359561128
"TCGA.97.7937.01A"	0.160430095509128	0.0629100486064348	0.00773695264315733	0.0551717762853559	0.159118922262324	0.00498925451569049	0.279725544677763	0.24334625164852	0.0229979195776185	0.00357323427400771
"TCGA.97.A4M6.01A"	0.116173876353219	0.0482774197988221	0.0493846060224012	0.0656860094511873	0.0727940851895576	0.104966894940057	0.0615191034833245	0.119571913699985	0.125698337213802	0.235927753847645
"TCGA.44.A4SU.01A"	0.0643086450780427	0.0745492038422609	0.00222369694395206	0.141653460934346	0.1185491991638	0.0264281969481574	0.0258059305573093	0.335714768699019	0.0305916657780122	0.1801752320551
"TCGA.78.7155.01A"	0.0487242685558623	0.0538952342458984	1.13628450838538e-14	0.10213904483145	0.194341825270005	0.0122771222590337	0.263139475613776	0.310564509163136	0.0149185200608164	1.07706839104362e-14
"TCGA.78.7163.01A"	0.0510079767782462	0.0319263170373596	3.44051963750862e-14	0.139895870129408	0.100144941542144	0.0208072555776977	0.306634674428071	0.28653426644913	0.0477055656476353	0.0153431324102751
"TCGA.55.7574.01A"	0.193320359291117	0.0527004637474244	0.0177060599820277	0.056129773320192	0.0787637276664593	0.171558517434782	0.0124232691042725	0.0441762955637399	0.0792605615509053	0.29396097233908
"TCGA.78.7535.01A"	0.142979466311778	0.0505855869275002	0.160525852520266	0.147526637231045	0.126089924233556	0.0297229435895853	0.0312384529402651	0.110599703601841	0.15586225804884	0.0448691745953232
"TCGA.55.8619.01A"	0.0242252511284004	0.0882073248191483	0.145652643039591	0.0859603172915427	0.0553858278334852	0.207299349564999	1.28496444031099e-14	0.00886207561082988	0.0987216383738979	0.285685572338093
"TCGA.95.7567.01A"	0.154089870505035	0.152711735458932	0.0239845232862732	0.112432520901833	0.0600963076422379	0.00600385792985979	0.166721005720427	0.0558750719219794	0.201428324644555	0.0666567819888668
"TCGA.44.7670.01A"	0.0281244609999097	0.183071094547655	0.0150420358121935	0.108360124721396	0.257058010134676	0.0312687345927033	0.157666499484216	0.206169891082858	0.00252925750225573	0.0107098911221364
"TCGA.44.6777.11A"	0.0585528000449836	0.0127145385384477	0.174339859696402	0.040016972955329	0.014181715300878	0.491389351926823	1.52299159551368e-06	0.00351483207547637	0.0895314517103453	0.115756954759719
"TCGA.55.6979.11A"	0.0270669186273749	0.015694648587133	0.218986311636952	0.063057806927591	1.83102533919e-08	0.340739854772257	0.0037440843882991	0.0121270059858615	0.180681945088484	0.137901405675793
"TCGA.44.3396.11A"	0.0548273797767101	0.0326201301516299	0.166201005413325	0.0461017064613449	0.0346346010694069	0.459170785654853	0.0176054318485114	0.00908929616516942	0.0725907674930923	0.107158895965957
"TCGA.NJ.A7XG.01A"	0.0427174427778745	0.142936773800849	2.69932527874156e-14	0.116174517416099	0.157675464860354	0.0451691031428272	0.0826973426057417	0.403341554899649	0.00320689206789718	0.00608090842868128
"TCGA.44.8117.01A"	0.240714365736955	0.0935591114515294	0.00789532559679943	0.116144167265658	0.144795276735286	0.025114499887006	0.190502957619748	0.152337691856015	0.0166329382973879	0.0123036655536163
"TCGA.62.8402.01A"	0.0382020537699661	0.0747200461892781	0.0436652345190871	0.0414758501147988	0.135965093156231	0.000321274184946819	0.14340818266978	0.156922879839927	0.29694138152564	0.0683780040303449
"TCGA.49.4507.01A"	0.10560279635552	0.30219395532699	0.0182454904453917	0.0772577186008729	0.0988049482804476	0.00643743224172922	0.00357035576923163	0.00329676575181513	0.34976464983732	0.0348258873906821
"TCGA.J2.A4AD.01A"	0.0957676814687415	0.161637687750726	1.30932968316061e-14	0.145999903806631	0.118346107112444	0.0421527351297201	0.137087179395632	0.295550670531555	0.00280704104837949	0.000650993756158335
"TCGA.55.A490.01A"	0.161034836038216	0.13035366304831	0.100071437692807	0.129256870949278	0.1670883119993	0.0196886903554385	0.115156363231881	0.157222827122979	0.00776311835267718	0.0123638812091124
"TCGA.67.3770.01A"	0.0487555003891329	0.054145421600679	0.149673915652415	0.241970642259908	0.0310976645522486	0.155682299737709	0.0837970432688989	0.106386004190853	0.0966412836529415	0.0318502246952134
"TCGA.55.A48Y.01A"	0.432353462776885	0.1579902684203	0.0200282316931607	0.0360195213007329	0.0341981720254	0.0262293105885169	0.0929420299725089	0.127097896040962	0.0129266507174502	0.0602144564640824
"TCGA.44.3918.01A"	0.219978503095326	0.0765138311741548	0.0734860046974528	0.0840795003911232	0.026967025993072	0.0123439990936939	0.0817065185342881	0.0680103583785244	0.248389778716153	0.108524479926211
"TCGA.05.4249.01A"	0.113539234795011	0.0427913449904885	0.0766650171133008	0.0526456694542775	0.0881765742320153	0.0423814089785244	0.187827904922334	0.153317553336511	0.075512972198599	0.167142319978938
