"ID"	"S01"	"S02"	"S03"
"TCGA.EE.A2GJ.06A"	0.191384701233604	0.281354920688699	0.202648794961409
"TCGA.EE.A2GI.06A"	0.236668554628942	0.0863238263692969	0.271735420381113
"TCGA.WE.A8ZM.06A"	7.14006349248217e-15	0.00786187940929729	7.14006349248217e-15
"TCGA.DA.A1IA.06A"	1.17059556622969e-14	1.17059556622969e-14	1.17059556622969e-14
"TCGA.D3.A51H.06A"	0.56214385317663	0.0940060905423024	0.109797391806551
"TCGA.XV.A9VZ.01A"	9.29322306651788e-15	9.29322306651788e-15	9.29322306651788e-15
"TCGA.FS.A1ZE.06A"	7.50946302682093e-11	0.00457064463265213	0.0131020574723242
"TCGA.D3.A8GB.06A"	0.364774485636298	0.0705545372792473	0.246835337355352
"TCGA.D3.A8GL.06A"	0.00795277407793962	1.00813430100064e-14	1.00813430100064e-14
"TCGA.BF.A5EP.01A"	1.02089995168393e-14	1.02089995168393e-14	1.02089995168393e-14
"TCGA.FS.A1ZS.06A"	0.0884397457590162	0.188336296630743	1.61067932935058e-14
"TCGA.ER.A19D.06A"	0.222921440604139	0.193492020378983	0.0745827511191134
"TCGA.D3.A2J6.06A"	1.323663519238e-14	1.323663519238e-14	0.257263331803398
"TCGA.EE.A3AF.06A"	0.0150573255925601	0.246998868542171	0.0874065115340843
"TCGA.BF.AAP6.01A"	1.06034136483123e-14	1.06034136483123e-14	1.06034136483123e-14
"TCGA.D3.A8GM.06A"	0.16297331515624	0.158940126409025	0.278885188042853
"TCGA.D9.A3Z3.06A"	0.346838776374948	0.208893338401772	0.118013301524808
"TCGA.EE.A2MH.06A"	0.343291901274783	0.0998069099166698	0.122943819353422
"TCGA.EE.A2GC.06A"	0.168152815641986	0.174665476090642	0.183684207013765
"TCGA.WE.A8K5.06A"	2.27562002317358e-12	0.0339999270999756	0.266147113622594
"TCGA.EE.A17Z.06A"	0.0107033017409805	8.67193280090841e-15	8.67193280090841e-15
"TCGA.ER.A19T.01A"	9.79811935193289e-15	9.79811935193289e-15	9.79811935193289e-15
"TCGA.FS.A4FC.06A"	0.0574434561264849	0.0465096055822061	0.148807546025784
"TCGA.XV.A9W5.01A"	1.80420344097798e-14	1.80420344097798e-14	0.111305595847259
"TCGA.ER.A42H.01A"	1.28316530883102e-14	0.0694758402948665	1.28316530883102e-14
"TCGA.EB.A44P.01A"	0.0204391923328107	1.53448903855511e-14	0.0565096756884192
"TCGA.D3.A3C1.06A"	0.0222260949819814	0.0486067543152442	1.82447280578435e-14
"TCGA.FS.A1ZT.06A"	0.452974757708906	0.146561274369704	0.180189724289079
"TCGA.GN.A8LK.06A"	8.05180460871012e-15	8.05180460871012e-15	8.05180460871012e-15
"TCGA.FR.A729.06A"	0.322832062167271	0.109633680796531	0.163435145288623
"TCGA.D3.A51J.06A"	0.347495556637085	0.15620947223096	0.149068915272639
"TCGA.EB.A57M.01A"	1.95384070096628e-14	0.015059019692138	1.95384070096628e-14
"TCGA.WE.A8ZN.06A"	0.00542519923383272	0.0588737532971778	0.178681212195073
"TCGA.EE.A2MD.06A"	0.088845041822396	8.9996272077664e-15	0.0298535535944978
"TCGA.DA.A1I1.06A"	0.198351105406267	0.286005987183903	0.257814839904089
"TCGA.EB.A82B.01A"	1.46697810501728e-14	0.0280702268506383	0.192587751984407
"TCGA.FS.A4FB.06A"	9.88507886408039e-15	0.00396236639919242	9.88507886408039e-15
"TCGA.EE.A3J8.06A"	5.94630264948833e-15	0.00752862310203295	5.94630264948833e-15
"TCGA.D3.A1Q7.06A"	0.300563992895055	0.183122445633645	0.19602070322245
"TCGA.GN.A267.06A"	0.0158529184591591	1.95141905353064e-14	0.0167603345405709
"TCGA.GN.A266.06A"	0.191082875824021	0.261499887028685	0.136937425945865
"TCGA.D3.A8GC.06A"	0.125322843307087	0.147334078751264	0.00264342465352965
"TCGA.BF.AAOX.01A"	0.0204431551872145	1.02169209232094e-14	1.02169209232094e-14
"TCGA.D3.A5GS.06A"	0.00551484138734726	0.194084921922186	0.225347802021065
"TCGA.EB.A42Z.01A"	1.84451870904669e-14	0.00527783309322246	0.00586587570046503
"TCGA.EB.A42Y.01A"	0.0217242518646739	0.00296530616862368	0.00896088901373733
"TCGA.Z2.AA3S.06A"	0.0734753380388806	0.0110118106618575	0.0259534965746117
"TCGA.ER.A3EV.06A"	0.055635052524622	0.00353429515304796	0.0225863371547559
"TCGA.EB.A5FP.01A"	8.01064456845284e-05	9.0758634243247e-15	9.0758634243247e-15
"TCGA.FW.A3TU.06A"	1.39805925366087e-14	0.000725648790516914	1.39805925366087e-14
"TCGA.FS.A4FD.06A"	0.000235473013236128	0.0109040359702097	0.0757477500845742
"TCGA.EE.A2GE.06A"	0.3221016175905	0.189737863486075	0.201067528042461
"TCGA.FS.A4F9.06A"	0.0754997049050117	0.0385463624003273	1.25031231269503e-14
"TCGA.FR.A3R1.01A"	1.62937993558186e-14	0.0220184389721211	0.267879320358742
"TCGA.EB.A3XF.01A"	1.45791841915524e-14	0.145837060284966	0.185856232457468
"TCGA.WE.A8K4.01A"	0.208217186725116	0.0407402820030374	0.18959662347505
"TCGA.YD.A9TA.06A"	0.22165332810699	0.22062074020477	0.215856438433045
"TCGA.EB.A5SG.06A"	0.276058810939359	0.175050459683048	0.217525413806687
"TCGA.DA.A95V.06A"	0.0518008555936167	0.0327276794800332	0.139499874874719
"TCGA.FS.A1YX.06A"	0.0435933309294908	0.109388924940389	0.00355678366333999
"TCGA.YD.A9TB.06A"	0.0984007611460279	0.171268408238476	0.130608688751994
