"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"MGH272_121914"	0.143149183985333	0.006952920836446	0.371698126102022	0.142959352447733	0.0116056540041421	0.0642483722166912	0.0497610407489821	0.0342248550477951	0.044658451133946
"MGH272_020415"	0.191690412799942	0.0284813144529307	0.342080455956725	0.126659038061341	0.0484271408133958	0.0454989882560596	0.0336736414867939	0.00811393668746524	0.0673199623722797
"MGH422_092815"	0.0432754956664459	0.0174489092933556	0.202674698416727	0.195836796727716	8.8233872967191e-15	0.0143434841392737	0.165489267522015	0.0406005118627449	0.0136807597201366
"MGHPDL002_061812"	0.260635925225937	0.0750523783436056	0.300238072785152	0.0629895193835074	0.00633489641743276	0.0918722528662098	0.0326672226591359	0.0258670149696675	0.0129622160819525
"MGH98_030314"	0.00395467302874522	8.64964822410164e-15	8.64964822410164e-15	8.64964822410164e-15	1.18000931343479e-09	0.0464359194127213	0.102339644899007	0.150917163666878	0.00677948703923416
"MGH62_10_2_13_S6"	0.00952545449203493	0.05674840038895	0.0173360022584199	0.00143728706621253	0.0749656397474113	7.72516501937517e-15	0.0643266537975043	0.219566031716483	8.93630281713604e-07
"MGH148_6_5_14_S9"	0.130195127379227	0.0965535923946243	0.00188895453842554	0.105607028232546	0.0570660553370843	0.10583777588135	0.239599504747763	0.106160464243336	0.0784994288427636
"MGH27_032812_bam"	0.000152651487655166	7.90043103446187e-15	7.90043103446187e-15	7.90043103446187e-15	0.0655902003551076	7.90043103446187e-15	0.0587426356765527	0.0567463485970297	0.0261525043255513
"MGH35_091015_bam"	0.119964735308019	0.190231926718875	0.229371721837081	0.0561964389036612	0.0359293060504866	0.0322385933781453	0.0487412016698249	6.03952403855765e-15	0.152701586258014
"MGH39_033114_bam"	0.0215933266191285	0.0143905720458573	8.46958739232247e-15	0.0016087257491408	0.00642703451095608	0.0316964317184323	0.125912181532141	0.170569725320624	0.0958563116291511
"MGH208_031115_1_bam"	0.14773066822278	0.114910072512958	0.0407744052500071	0.062620182245073	0.138191612287259	0.158955903661222	0.0431929961525724	0.0487860301178428	0.155050884830047
"MGH208_031115_2_bam"	0.045100406283971	0.139251373717874	0.0470830090791906	0.0212479994455081	0.0342668714413394	0.0755976516715055	0.0648192628625528	0.169720062747546	0.0704459015726079
"MGH253_111214_bam"	5.60682169078263e-15	5.60682169078263e-15	5.60682169078263e-15	5.60682169078263e-15	0.0019843400473545	0.03402861744631	5.60682169078263e-15	0.0533382546713987	0.178460222531584
"MGH409_113015_bam"	0.00751898761876297	0.0299720521921698	1.83450123939598e-13	0.0150802117551847	0.437707228045006	0.067496539318452	0.0549299709660908	6.73329472989908e-15	0.0613444599334974
"MGH42_101714_1_bam"	0.0010036547628357	0.00282877016013004	7.35766624806664e-15	7.35766624806664e-15	0.0609422339939554	0.00788493728557249	0.0203635201521259	0.112289521181143	0.0645612677955734
"MGHBI1_101415_bam"	0.00741686882128697	0.0520022952113711	7.91056901160036e-15	0.232303169971831	0.0308817927569903	0.0830630152614713	0.246293563239224	7.91056901160036e-15	0.058346091179041
"MGHIPIPD1001_041814_bam"	0.00496676939405164	0.0971527534253757	8.92192058611494e-15	0.0734500575767982	0.015866930459814	0.0468640290858018	0.271360221820998	0.0818886610141375	0.00469625043711155
"MGH200_FFPE_031116"	0.110363053051172	0.203602521297352	0.0322068679584218	0.0553137375979166	0.0801151304560658	0.172525591976087	0.0387648973160381	0.0382385344180285	0.116539711644661
"MGH530_FFPE_082916"	0.108327670574283	0.0376949638886683	0.00638383984355455	6.8595074910455e-11	0.0948188877487132	0.06422783871157	0.142005296919607	0.130954000294248	0.177823666294036
