"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"RCC_115"	0.144363455668743	0.119429141985421	0.0256032258642046	0.180874227609449	0.0538659119271396	0.0690059896315566	0.0217634780154811	0.232583051973527	0.0446001813327074
"RCC_90"	0.0217552822366166	0.0874585361312546	0.0400844522316653	0.0656514036041394	4.79190057598161e-15	4.79190057598161e-15	0.0171100607047061	0.0279637050280568	0.0139225403162487
"RCC_41"	0.17552826505878	0.110833443251976	0.327682262988808	0.0487544859141742	0.0398789758348332	0.000797301856321515	6.53933413303295e-15	0.124212879920199	0.0140074497742824
"RCC_73"	0.00490862193602212	6.61651941588202e-15	0.0288319126584613	6.61651941588202e-15	0.162031052007491	0.153265727048471	0.0787535764738283	0.0521026717712013	6.61651941588202e-15
"RCC_105"	0.00717723270964477	0.137052167944995	7.91014337962611e-15	0.10336399140227	8.66059779498733e-05	0.0421828014998484	0.0807731225948734	0.0795061724918616	0.0715393257704494
"RCC.PD_007"	0.00360919053732392	0.00351685672980042	7.68002428311391e-15	0.00140246841741666	0.0834558305563446	0.140465112743243	0.207109363494928	0.0762029194119059	0.139890449914386
"RCC.PD_011"	0.221103418722887	0.0985464467467728	0.0142094254949212	0.025080551225732	0.0780183089686001	0.0373345745865012	0.128364629393464	0.0899875513993525	0.245762486022812
"RCC.PD_012"	3.15722820694058e-05	0.0287376561979197	9.46318968459756e-15	0.105619958169444	0.0696805639254542	0.0830055906505796	0.217636145052234	0.0655360132393343	0.168983015860681
"RCC.PD_018"	0.0948590095842877	1.12697471244288e-06	0.0265714972234485	0.0433565878977358	0.0052704985970399	0.0557907236411196	0.178601339909867	0.0397767828895397	0.278517648959794
"RCC.PD_019"	0.00168114933692449	0.00705868159159752	8.43230229576728e-15	0.0517100431533199	8.43230229576728e-15	0.141607861616233	0.0577174961070274	0.0195830562878164	0.0703681354463673
"RCC.PD_020"	0.168764688767333	7.54841545245827e-15	0.0564619639483196	0.030531653974603	0.000704886621885344	7.54841545245827e-15	0.103714873374577	7.54841545245827e-15	0.0745927247486419
"RCC.PD_022"	0.0215875065803399	1.02921508134235e-14	0.00011061900852139	3.04288504908414e-10	0.125091428496357	0.147208616952907	0.0866985496976279	0.051671164081804	0.0560128705006324
