"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"
"TCGA.HD.7831.01A"	0.120151952824386	0.202432803721335	0.417135842685597	0.0764901938351129	0.0111703286008485	0.0613735355268741	0.0143756723850611	0.0827652513717415
"TCGA.H7.7774.01A"	0.00293900095262627	0.00138847362279137	9.1355359151338e-15	9.1355359151338e-15	0.000160417363621169	0.0120163107386602	0.0120864453171165	0.0668475696959455
"TCGA.CV.6943.01A"	0.00472274984586388	0.154368410074183	0.351122371315631	0.0148009928133748	0.0011474069080188	0.00687776690113008	0.260419705455199	0.0617964150818309
"TCGA.CN.5374.01A"	0.0756543079749125	0.0322540614788676	0.000317165611883807	0.074982572206481	0.281747190091302	0.102723018925821	0.166359764617561	0.0222299180604899
"TCGA.HD.A6I0.11A"	0.270487201862311	0.162806091696666	0.0415420839489318	7.17072959767343e-15	0.00389998200431662	0.0674425680648298	0.085176759150994	9.36805867500562e-07
"TCGA.CV.6959.01A"	0.353959609662695	0.160836852616326	0.0446412353236348	0.0925413705065238	0.00739346925905154	0.00309969084550268	0.0995405500294096	0.203718041461291
"TCGA.F7.A61V.01A"	0.25229005477976	0.00952827391223047	1.10057960902689e-14	0.0171229457632109	0.0613545623971822	0.00738263128066733	1.10057960902689e-14	0.108923423017148
"TCGA.CV.7413.01A"	1.2327307252761e-14	0.0161563168661535	0.244458297439913	0.00261320623002133	0.0534079280544042	0.158735875510498	0.0400169092936124	0.223913683717427
"TCGA.QK.A64Z.01A"	1.41507431751532e-14	4.04473314054229e-13	0.0417607592763751	0.127304569448717	0.153630751771991	0.0327252644579503	1.41507431751532e-14	0.321730616141855
"TCGA.CR.5249.01A"	1.1960418832315e-14	0.0598393160775111	0.0112017098723145	0.186711721580029	0.139180058135279	0.0634218378806581	0.361605796901323	1.1960418832315e-14
"TCGA.CQ.5331.01A"	1.38927954236406e-14	0.0148902113751728	0.00201118008192337	0.0620779446778467	0.0142481421760857	0.00970231109625183	0.271282764573975	0.191080732932913
"TCGA.BB.8601.01A"	9.2146884201977e-15	0.00120829334415201	0.00100811788469579	0.075121520630281	0.0547048746352272	0.186749508777251	9.2146884201977e-15	0.0332455075521396
"TCGA.CV.A45W.01A"	0.0108002554069171	0.0714403634257536	0.020781406974779	0.00217974523262047	0.167701390188651	0.274729574234716	0.192899803417616	1.20289765054031e-14
"TCGA.CQ.7063.01A"	1.21256138440509e-14	1.21256138440509e-14	0.00263116893243459	0.0414496236657514	0.0102151733141612	0.0607847171798566	0.169253991314223	0.281188149371695
"TCGA.CN.5373.01A"	0.0530883239671561	0.0385759167967403	0.245066923717404	0.0490712527482723	0.0117797453203578	1.28309643118725e-14	0.169834776000141	0.20714828261936
"TCGA.CV.A45T.01A"	0.25087399904595	0.0332839009234946	0.00738185702973313	1.20330729516387e-14	0.00731729757227192	0.022345171669399	0.248433856194151	0.170479041517107
"TCGA.HD.A4C1.01A"	0.0250326057722709	0.0498173780693845	0.0553114231281887	0.209600457320605	0.0251419427774202	0.0172946479847253	1.30842270982477e-14	0.21723608741619
"TCGA.CV.7438.11A"	0.0516286604824207	0.0246702455791	1.38723362878996e-14	0.0151343224948437	1.38723362878996e-14	0.0157589814478331	0.0621169755204613	6.31485892414991e-06
"TCGA.CV.5444.01A"	0.232581642204201	0.193521047318374	0.252232308376806	0.0668334630423265	0.0603025920463828	0.0920475120656456	0.0876592549580675	0.0141693107854718
"TCGA.CV.7242.11A"	1.19724666118745e-14	0.09154658063599	1.19724666118745e-14	0.0335874532183033	5.55563158420108e-09	0.0197821658241591	0.0147590479473375	7.54198720644891e-05
"TCGA.D6.8569.01A"	0.183543322487688	0.0220164402546764	0.0804361306552806	0.194240088530258	0.0963428092006808	0.0100312705867169	0.0884436395065935	0.225663833255156
"TCGA.CV.6937.01A"	0.000235018949212823	0.0016428357972235	0.130008000496551	0.0320863204442989	0.171876954593579	0.294779304534203	0.00640371626524907	0.105028526551609
"TCGA.QK.A8ZB.01A"	0.0558002542048867	0.049991627789534	0.137441328298768	0.0566883348599195	0.132096181263283	0.114550983977044	6.85710194767143e-05	0.298739421842383
"TCGA.CR.5250.01A"	7.32754262086826e-11	0.093018958152671	0.0623806932860596	0.190091739772803	0.250080834522735	0.104245234183723	0.2161802949934	1.08227686663265e-14
"TCGA.CN.4729.01A"	0.00591095073534284	0.0623655989766934	0.087387706921693	0.00574362037213771	0.0341406883615168	0.0769324964921043	0.017624851622444	0.385540278831564
"TCGA.CV.7089.01A"	0.022054000734263	0.0165003190815311	1.45930083879529e-14	0.0153367125085822	0.0130717766406308	0.0156428016123307	0.0106867727912848	0.175156186320102
"TCGA.CV.6939.11A"	0.399138587430193	0.199185719125256	5.35596790371486e-15	5.35596790371486e-15	5.35596790371486e-15	0.0349256989228237	5.35596790371486e-15	5.35596790371486e-15
"TCGA.BA.4075.01A"	0.0612023253371127	0.0142784917210025	0.0289839299060817	0.0858213323837416	0.015216493112121	0.0343993918581164	0.00380085571964017	0.235769248642953
"TCGA.T3.A92M.01A"	9.88528926578507e-15	0.0300531866733577	0.22941987700933	0.0798347445383464	0.205511291531547	0.239628902339613	0.102034472073055	0.110743516805955
"TCGA.CN.5365.01A"	0.00230824145221917	1.19863641385975e-14	1.19863641385975e-14	1.19863641385975e-14	0.0108424331246137	0.00972392184112772	0.0283154763912852	0.118824361464286
"TCGA.CV.7429.01A"	0.108770086705527	0.0933039117531507	0.129302359879835	0.136915766284312	0.00637625588911318	0.166672536270321	0.0893912377916176	0.223435710903828
