"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"
"TCGA.MP.A4T4.01A"	0.0654769444907792	0.00889148624943307	0.217310510253089	0.00647359889341665	0.142767421314911	0.0169356053566479	0.188323013533189	0.2091305387009
"TCGA.05.4250.01A"	0.0127483005847515	1.25239309094373e-14	0.185719598102976	0.122532080614684	0.0132657435947365	0.07626229542652	0.0396368122098518	0.294396938142057
"TCGA.64.5774.01A"	0.00957016164679378	1.07314602777469e-14	0.0783515643204559	0.103256500625729	0.0694009201869225	0.284920287874624	1.07314602777469e-14	0.0323754984331033
"TCGA.97.7937.01A"	0.0171960221254628	1.11787334676354e-14	0.0763355421702046	0.0851011809287164	0.0678183926346159	0.201667154121772	1.11787334676354e-14	0.020289753274714
"TCGA.97.A4M6.01A"	0.0449343717327692	0.165048381095554	0.10199300644682	0.0815459469525777	0.296425798336204	0.0692905802971762	0.167816695419735	0.0378856013582263
"TCGA.44.A4SU.01A"	0.0807358907820905	0.00701874363829814	0.0868306873708972	0.00679184547677307	0.431040629654953	0.0539651563181971	0.0109125594741681	0.0599777383400269
"TCGA.78.7155.01A"	0.0679327077325285	0.000293475998042777	6.46002397003083e-15	0.198738247673404	0.0169113341230108	0.290140666036889	6.46002397003083e-15	0.0504798354711863
"TCGA.78.7163.01A"	0.0203176953086101	7.15663388523363e-15	7.15663388523363e-15	0.100799979732111	0.0746113372567713	0.00942879030339422	0.000493276485656226	0.00310351431442561
"TCGA.55.7574.01A"	0.0458733892871459	0.236731794268944	0.211042910027173	0.0356280348811644	0.112226196850034	0.0781624867480509	0.241549621047813	0.0384878045184991
"TCGA.78.7535.01A"	0.00360494078725047	9.28086080682557e-15	0.0199031536889136	0.00184080285348821	0.0334424364673336	0.00691219096299215	0.0355743567988463	9.28086080682557e-15
"TCGA.55.8619.01A"	0.0708526361545899	0.174928351445584	0.000791895115653711	1.38258424197504e-14	0.0277145397912167	0.0108568571715333	0.198553803429678	0.0524762433986277
"TCGA.95.7567.01A"	0.00620269919590445	0.000322683858714308	0.0962624209819765	0.0439208095609019	0.0495148598743891	0.0550756255460391	0.0254149035449086	0.176403768208246
"TCGA.44.7670.01A"	0.0697768571645202	0.00836948996487622	7.12481160904829e-15	0.0602069000545327	0.0415142129027073	0.521886844908129	7.12481160904829e-15	0.160823219121471
"TCGA.44.6777.11A"	0.0516803633309811	0.547886068619423	0.00536458786594313	6.27441971476015e-06	1.11403123329996e-14	0.00927380669053829	0.11182135621155	1.11403123329996e-14
"TCGA.55.6979.11A"	0.0583228543936036	0.250036726250828	1.28423924368564e-14	0.0159683895988965	0.00483651860969336	1.28423924368564e-14	0.256203998860267	0.0263156501187197
"TCGA.44.3396.11A"	0.0575214016271462	0.561301995851722	0.0187239323636833	0.0469805822220504	0.0111667903786589	0.0204648446922649	0.153533684498169	0.0202308598612451
"TCGA.NJ.A7XG.01A"	0.0384508744740711	0.0052067463848593	0.00272689544892393	0.0583260069664536	0.189547048113171	0.0422253548486682	9.38467303445076e-15	0.0269027089524073
"TCGA.44.8117.01A"	0.0650875802308521	0.0160774116399332	0.159883785538059	0.150163705034974	0.0703215022833078	0.0837451176373071	1.27301276293329e-14	0.06526466010866
"TCGA.62.8402.01A"	0.0117089683050181	1.0365284388957e-14	0.000628014773552768	0.0796073310064489	0.117258929441529	0.137334136862723	0.0906734801192502	0.0926637642963833
"TCGA.49.4507.01A"	0.0151999536900675	9.13536502404336e-15	0.000834088453989611	0.000456617523401603	9.13536502404336e-15	0.0170292085658725	0.0257732980520701	0.155329474428114
"TCGA.J2.A4AD.01A"	0.1298708132525	0.0128201102936125	0.094148154820193	0.0875131127946901	0.257504540650332	0.151796825103437	1.10850543830507e-14	0.076244457329698
"TCGA.55.A490.01A"	0.0314070093952196	1.48212787621496e-10	0.0654237806789829	0.0149470835709468	0.0464502477837014	0.0716073853951305	2.01298352292793e-07	0.175941840774276
"TCGA.67.3770.01A"	0.0961853413352353	0.0215463977586388	0.00730594397257314	0.0191178669228232	0.0166970743075779	0.048753655681521	9.68265180165036e-15	0.0101108610515333
"TCGA.55.A48Y.01A"	1.26638635291061e-14	0.0337491172414847	0.200234787455662	0.0179753554383577	0.0338916648516403	0.0120235785827655	0.0031283924907868	0.0918837243865862
"TCGA.44.3918.01A"	0.0604790658341399	0.00296604368999415	0.162615683343757	0.125962217531749	0.0250029521926963	0.0395798091477713	0.0841722881205078	0.104338645003318
"TCGA.05.4249.01A"	0.0355411197201319	0.0414080283061508	0.0578657658065452	0.229129179884356	0.21980885978905	0.0571602715110268	0.162061531447017	0.0574159333210157
"TCGA.67.4679.01B"	0.0699670995209783	0.213445480201523	0.0222278858595713	0.0360277271341859	0.122510126062821	0.0259600473645817	0.0845644193421814	1.42219832327891e-14
"TCGA.49.6742.11A"	0.0315240573379013	0.381208853781478	0.00348146096476496	0.00196235777102858	1.24246557197152e-14	0.063836641515869	0.0355930394723972	1.24246557197152e-14
"TCGA.55.A494.01A"	0.0267171824844487	0.0117649272014799	0.0210423837772621	0.0651146929117966	0.293138557031269	0.101184230061797	9.11644940702851e-15	0.0331833046538072
"TCGA.64.5778.01A"	0.0401721618792054	1.12282434565512e-14	1.12282434565512e-14	0.0194667376542076	0.0801487587368389	0.0139212203149997	0.0859824183891633	0.00234155816504684
"TCGA.50.5931.11A"	0.0929310626740391	0.418674553998279	9.93575549392254e-15	0.0162004370632604	9.93575549392254e-15	0.00162558899803124	0.0426668089299828	0.0223671452720241
