"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"Pt_32_PRE"	0.031873723927324	0.0339885270904047	8.66440948169843e-15	0.0256019390890576	0.0190735089129867	0.141556990516317	0.182374206014678	0.110171890087534	0.0834266250004064
"Pt_24_PRE"	0.260243027758865	0.0603988214197273	0.0564177444082439	0.0322130521328449	0.0226513091538711	0.196365134385049	6.24402353665492e-15	6.24402353665492e-15	0.161889071383453
"Pt_40_PRE"	0.0106199860732336	9.73415652029328e-15	9.73415652029328e-15	9.73415652029328e-15	0.0051785082157502	0.0337879877077464	4.56502306082031e-12	0.0939707456942019	0.236688894762455
"Pt_49_PRE"	8.24730898341909e-15	8.24730898341909e-15	0.0178091741845598	0.0149211100491928	0.0165538991822624	0.243531836800692	0.329556852486182	0.0354126146859641	8.24730898341909e-15
"Pt_29_PRE"	0.0314132387456026	0.0445925059421867	1.34970903243722e-14	1.34970903243722e-14	0.0753549992165875	0.104299534356605	0.0618058303982758	0.063192241635364	0.142924843787189
"Pt_22_PRE"	6.2904230236157e-15	0.0112820625512549	6.2904230236157e-15	0.0375057996161622	0.00300921079237732	0.136799313915303	6.2904230236157e-15	0.186676621994096	0.274666626540418
"Pt_45_PRE"	0.216131445624866	0.00141053774440892	0.126242374130235	9.09957040546339e-15	9.09957040546339e-15	0.00164238595271002	0.0343626902334923	0.0885656746721507	0.0505788951692706
"Pt_14_PRE"	0.0388675908423495	9.36948993677005e-15	9.36948993677005e-15	9.36948993677005e-15	0.031527815185549	9.36948993677005e-15	0.184883362457962	0.195876659079322	0.0467819307567826
"Pt_44_PRE"	0.0938567827894098	2.4043049713797e-13	0.542033370641246	2.10037040508193e-12	0.049307818637188	0.0298091578568592	0.0520765712534767	0.0610391945956409	0.0275969590237944
"Pt_31_PRE"	5.75090105607971e-15	5.75090105607971e-15	5.75090105607971e-15	5.75090105607971e-15	5.75090105607971e-15	0.0189336151629277	5.75090105607971e-15	5.75090105607971e-15	0.00771968688516938
"Pt_23_PRE"	1.14400717793292e-14	1.14400717793292e-14	1.14400717793292e-14	1.14400717793292e-14	0.0414892376185108	1.14400717793292e-14	0.0483326338821993	0.105905130954326	1.14400717793292e-14
"Pt_28_PRE"	0.0118466639071499	0.0347663600845627	2.63358053578198e-13	0.0560172281643542	0.00476270777508843	0.357920743298206	0.0738076301410908	0.206456270843164	0.0350594358718682
"Pt_47_PRE"	9.6927667443966e-15	0.0746738223317043	0.0170220367220243	0.0117029373841538	0.00437848885173322	9.6927667443966e-15	0.13942565030524	0.0441429821299923	0.0849379362734987
"Pt_48_PRE"	1.11271869628968e-14	3.22106092548499e-10	0.00384572705200818	1.11271869628968e-14	0.151099442829344	0.0223360260223248	0.0871575899660693	0.0369662351652198	0.134800295156092
"Pt_46_PRE"	0.26474414844991	0.350580507949477	0.219595470885865	0.104118871097628	0.0257779617093576	3.21946917207743e-15	0.0144195577369947	3.21946917207743e-15	0.00761970162386296
"Pt_12_PRE"	9.19361270281125e-15	9.19361270281125e-15	9.19361270281125e-15	9.19361270281125e-15	0.0407710009273825	0.00348959627056258	0.0416316896882549	0.0481615745869533	0.0594860704448609
"Pt_15_PRE"	0.198094677414333	0.00401488843467337	0.486598581728224	0.0512844815267017	0.008010547851104	0.0145152148025301	0.0926367774197647	0.0264859276635308	0.00817569239699005
"Pt_16_PRE"	1.13140703525552e-14	0.0674681650760466	1.13140703525552e-14	0.0038708187916521	0.0821721598367335	0.0162799415272676	0.0548087091413918	0.270553877174548	0.104412116499129
"Pt_5_PRE"	0.255558334428429	2.78740248503e-10	0.361625569930982	7.90118881901335e-15	0.0510640126357854	0.0178753534075234	7.90118881901335e-15	0.0331435503613148	0.0854874398549702
"Pt_6_PRE"	0.0826491933949134	0.126991306010534	0.177142648105772	1.12091382652826e-14	1.12091382652826e-14	0.0260039994841081	0.0698343414271447	0.0690430673037127	0.164950748815027
"Pt_7_PRE"	0.236462824684221	0.0539003747367508	0.174736252413546	0.175071380900082	0.086707658590058	0.0888639132720068	0.0587592904543162	0.0443926169352324	0.0200011626499367
"Pt_8_PRE"	9.33463504680617e-15	0.0374262083951474	9.33463504680617e-15	0.00980870681618939	0.020616959503508	0.0969557409654326	0.170018679246458	0.157608003996935	0.0473392797091403
"Pt_35_PRE"	8.62057204985797e-15	0.041042000829174	8.62057204985797e-15	0.226683848271194	0.107978466238438	0.141638908618535	0.0756036635365337	0.0863910366904533	0.1195230758169
"Pt_2_PRE"	8.50000906406297e-15	0.00299515822912614	0.000593440822290517	8.50000906406297e-15	0.0565640015949121	0.011424022702473	0.0242040665542525	0.128291452717489	0.222174947576361
