"ID"	"S01"	"S02"	"S03"	"S04"	"S05"
"TCGA.E9.A1NI.01A"	0.00145667465052146	0.255020255003749	0.0719556255177793	0.168665998839907	0.150702481527681
"TCGA.A1.A0SP.01A"	0.0904788150676744	0.128659318805181	0.0624267343624982	0.364319276373742	0.0698416408576927
"TCGA.BH.A1EU.11A"	0.718929663205274	6.76689348203606e-15	0.0385097522498821	0.152599769454622	0.0899608150902086
"TCGA.A8.A06X.01A"	1.48881200236789e-14	0.129548378117724	0.00556830274497647	0.149310552000332	0.0975076836036889
"TCGA.E2.A14T.01A"	0.0788754663241088	1.25631751145229e-14	0.048590580234626	0.388996720057539	0.130127052687609
"TCGA.AC.A8OS.01A"	0.384996275850431	0.0127337132241933	0.396035144626022	0.117970692692656	0.0882641736066876
"TCGA.A8.A09K.01A"	1.21910081011672e-14	1.21910081011672e-14	0.0747081783071976	0.251102317006695	0.0303699003405711
"TCGA.OL.A5RY.01A"	0.22626918414364	0.173305672277392	0.44665443388873	0.0165575575534174	0.106370924503299
"TCGA.BH.A0DG.01A"	0.284208371158535	0.401416764243357	0.173827239745077	0.0461987430199902	0.0943488626716056
"TCGA.B6.A0I9.01A"	0.0181676453793931	0.0338871396555591	0.000615377225580499	0.239502277958274	0.0731992115607857
"TCGA.A2.A0CP.01A"	0.264354933289113	0.26530400341702	0.156399106116213	0.0650005312274477	0.07398834344299
"TCGA.A8.A07S.01A"	0.00217330584676716	0.272358490301334	0.00424916593769155	0.251680015331614	0.0345004964987854
"TCGA.AO.A12H.01A"	0.00290807541481859	0.011425345230941	0.0489632939359994	0.268591190481594	0.039615819977912
"TCGA.BH.A203.11A"	0.773881219758136	6.60810393217299e-15	0.0111010328584569	0.113525410519101	0.101492336864293
"TCGA.AR.A1AU.01A"	0.489039553727449	0.152525348525039	0.0626162745592276	0.242455302807511	0.0533635203807611
"TCGA.D8.A1X9.01A"	1.38263862417375e-14	0.670176102456928	1.38263862417375e-14	0.109351801783226	0.0229483417272445
"TCGA.E9.A1RH.11A"	0.881064165786968	6.35659426456339e-15	0.00478533731653264	6.35659426456339e-15	0.0617346695182012
"TCGA.A8.A07R.01A"	0.0313671286628741	0.0848518353269736	1.00221571174332e-14	0.155552862573709	0.138075968509898
"TCGA.AO.A12C.01A"	0.0260633244409757	0.699574022037413	1.34648838894747e-14	0.146718134917733	0.0484645600568047
"TCGA.V7.A7HQ.01A"	0.000237318394937072	9.41191563837979e-15	0.150213232565722	0.123647881455973	0.268294910068876
"TCGA.A2.A1FZ.01A"	0.457472599323433	0.288569989982813	0.150976664695328	0.0471858562823646	0.0557948897160515
"TCGA.AR.A251.01A"	0.14525751076982	0.234623209908365	0.023206788137144	0.342844703532126	0.191193790389968
"TCGA.BH.A18J.11A"	0.716898880540272	6.73400951911504e-15	0.085346224584587	0.0828969898757488	0.114857904999379
"TCGA.EW.A1PF.01A"	0.16021563210678	0.467408914207315	0.179626484508012	0.102434415487877	0.0903145536900019
"TCGA.BH.A18T.01A"	0.025968292788956	0.0290363273698643	1.08889151089701e-09	0.250520548318872	0.10831688356976
"TCGA.AR.A24S.01A"	0.135885985198884	0.463260858736337	0.267065581786176	0.0804595189320395	0.0517045105576632
"TCGA.AN.A041.01A"	0.0143895611961113	0.529169668164454	1.16824837541376e-14	0.148162176016429	0.145657380444123
"TCGA.BH.A0E0.11A"	0.541134758857254	1.02954369987675e-14	0.027813289168815	0.122976514885486	0.147502657473339
"TCGA.E2.A1LL.01A"	0.0633099202668077	0.19776604236993	1.13775921365347e-14	0.12415755301762	0.111219439682453
"TCGA.E2.A1IJ.01A"	0.162919205408743	0.394743752758487	0.321730279010555	0.0503290007079229	0.0702777621142805
"TCGA.AR.A24O.01A"	0.565682258186858	0.175573173915258	0.16294899590248	0.0581276275677503	0.0376679444276441
"TCGA.XX.A899.01A"	0.328932214756062	0.0370315126799766	0.431235562691567	0.11343273796442	0.0893679719079658
"TCGA.D8.A1XK.01A"	0.0138189992472946	0.217834614743503	0.010026609963318	0.217994142277596	0.0316794657566098
"TCGA.AC.A5XS.01A"	0.158328664178029	1.16819075343308e-14	0.426581668727562	0.0982201788579233	0.137820267786163
"TCGA.BH.A18L.01A"	0.0582425179632996	1.20794573799143e-14	0.00519473782806086	0.323858350568199	0.0848156197403395
"TCGA.OL.A66J.01A"	0.446056336516379	0.00965334989961669	0.277617031867768	0.135342791795118	0.0910541105156794
"TCGA.PE.A5DD.01A"	0.105922952517224	0.06730719102168	0.400478306426408	0.128133750851012	0.150509059883976
"TCGA.AN.A04D.01A"	0.033958684717741	1.12006082369856e-14	1.12006082369856e-14	0.217688008455335	0.0617319210274513
"TCGA.4H.AAAK.01A"	0.0447597670905131	0.533719175853167	0.135675783016649	0.220624782839897	0.0379276957801403
"TCGA.E9.A5FL.01A"	0.158040965300789	1.00499748929278e-14	1.75103960998522e-05	0.148914798143095	0.178768406574231
"TCGA.E9.A24A.01A"	1.27626528978849e-14	0.575146635985945	0.143713998321469	0.120444542654962	0.0466924539777433
"TCGA.BH.A1FM.01A"	1.09629157944108e-14	0.438098807882024	0.00188841527892074	0.0321221449836225	0.0431878392050946
"TCGA.A8.A07C.01A"	0.00201312007007929	0.25960881877557	0.054358452109403	0.281443999371863	0.0401850110453341
"TCGA.AR.A24Q.01A"	0.061990356184802	0.586160308446261	0.00699932203952193	0.205145148910747	0.0923365710648768
"TCGA.AR.A2LE.01A"	0.0150069708836008	0.0965407917214759	0.0783141404273296	0.136873509021698	0.0249822230703636
