"ID"	"S01"	"S02"	"S03"
"TCGA.B2.4101.01A"	0.284139919020293	0.156627345969292	0.36840231253612
"TCGA.BP.4342.01A"	0.348004427852933	0.190200968741882	0.276150503381881
"TCGA.B0.4691.01A"	0.592532914310353	0.0146439634943671	0.105056232408752
"TCGA.BP.4167.01A"	0.0729348627415991	0.0492221729401102	0.289049912782239
"TCGA.B8.4620.01A"	0.0464286183207764	0.354959878729182	0.459487919589338
"TCGA.BP.4769.01A"	9.90705019110129e-15	0.530016349227303	0.144796738641968
"TCGA.CJ.4907.01A"	0.0464423658042644	0.296954372686121	0.435403178172491
"TCGA.BP.5168.01A"	0.0181578769467829	0.357302275763507	0.0383337770319802
"TCGA.BP.4977.01A"	0.391058174462903	0.159720412557352	0.101572657135802
"TCGA.B0.5080.01A"	0.124985206298534	0.288709167644145	0.388205625102739
"TCGA.B0.4838.01A"	0.139790291217407	0.178217746430796	0.359181246012673
"TCGA.DV.A4VX.01A"	0.0868602680793822	0.0880285316775598	0.0862623506494785
"TCGA.BP.5191.01A"	1.03210931368749e-14	0.00448261044282298	0.0170175087511455
"TCGA.CZ.4862.01A"	0.153714746990153	0.0241332692678459	0.563684084200353
"TCGA.B0.5697.11A"	0.107718163604751	0.114333867442507	0.0171076319563439
"TCGA.BP.4758.01A"	0.0242583585946352	0.264529861925202	0.0545034961182424
"TCGA.B8.5552.01B"	0.129440802974737	0.458076227679626	0.268291836105818
"TCGA.BP.4968.01A"	0.108811311194386	0.223819784856964	0.209457364324641
"TCGA.CZ.4856.01A"	0.0626937021353526	0.124515574358525	0.31555754175525
"TCGA.CZ.5454.11A"	0.158713531678371	0.185745847416997	0.0486558078926733
"TCGA.CJ.4634.01A"	0.169641641458761	0.348999157276951	0.376533812002381
"TCGA.A3.3378.01A"	0.168525175922157	1.05950176793507e-14	0.67253123964281
"TCGA.A3.3365.01A"	0.353331932217989	0.285705652339101	0.240832755852753
"TCGA.B4.5834.01A"	0.01097464151644	0.488170610825712	0.213201173676558
"TCGA.CJ.4876.01A"	0.0747846614311074	0.0360537666081932	0.0462822433486394
"TCGA.CZ.5458.11A"	0.173864236597668	0.13949579114059	0.0365512732323871
"TCGA.B2.3924.01B"	0.293598632904594	0.224129984044356	0.251196657960825
"TCGA.BP.4962.01A"	0.140065343287303	0.0532728697706452	0.19796409564818
"TCGA.CZ.4866.01A"	0.11872119543405	1.44700662788094e-14	0.0991832030284353
"TCGA.BP.4177.01A"	0.0222182731905479	0.313586124285033	0.149012598972866
"TCGA.B8.A54F.01A"	0.208391785732093	0.279030746889822	0.338762712764645
"TCGA.B0.5113.01A"	0.109955271174193	0.170444732436468	0.51112147851711
"TCGA.CJ.4642.01B"	0.729542431311984	0.0281554191208265	0.0897414713233365
"TCGA.BP.4986.01A"	0.227548548607314	0.0793078151931606	0.427719683137596
"TCGA.A3.3346.01A"	0.190762885855234	0.0644379192941362	0.319260689852251
"TCGA.B8.4619.01A"	1.15210359785019e-14	0.0427705765315922	0.0897324612948738
"TCGA.CJ.5672.11A"	0.239579149752936	0.154396108675138	0.0191287158082544
"TCGA.AS.3778.01A"	0.0776942987477562	0.220102602945065	0.362545581016243
"TCGA.BP.5007.01A"	0.194498500496944	0.240838879095198	0.206165871597854
"TCGA.B0.5097.01A"	0.0692331443504333	0.158552208463736	0.607981246383187
"TCGA.B0.4703.01A"	0.0968724119564725	0.160975700950316	0.613560114514946
"TCGA.B0.4816.01A"	0.117032351450911	0.238287946181302	0.460338204801376
"TCGA.BP.4330.01A"	0.219976582375745	0.067307094992892	0.504146236189199
"TCGA.CW.6097.01A"	0.0995472706723624	0.0695031713061874	0.583137474817252
"TCGA.CZ.5462.11A"	0.162236044014129	0.0703362570309653	0.0893529735838178
"TCGA.DV.A4W0.05A"	0.0692169875301306	0.164312940319949	0.063233549907563
"TCGA.BP.4325.01A"	0.473898687422197	0.032195874041687	0.238580819234549
"TCGA.CJ.6031.01A"	0.0122431686942663	0.176472999244301	0.430650606354361
"TCGA.B2.A4SR.01A"	0.136394143071547	0.321714234495139	0.304444942150583
"TCGA.CZ.5453.11A"	0.149815862720525	0.20520139803204	0.0847216811754033
"TCGA.BP.4337.01A"	0.170717033940737	0.35222422099651	0.139248322275953
"TCGA.A3.A6NJ.01A"	0.152793591850558	0.358965142755352	0.307129120576655
"TCGA.CZ.5469.11A"	0.291244964001675	0.110391104475381	0.0199742146977827
"TCGA.CJ.5671.01A"	0.0203865467182572	0.181356422897803	0.64868054409981
"TCGA.CJ.6032.01A"	0.224886024599451	0.13987775557151	0.188660673141299
"TCGA.BP.4804.01A"	0.172723884343771	0.26806516079159	0.302505632759729
"TCGA.CJ.4891.01A"	0.0760422787820571	0.251835318547794	0.171549418911124
"TCGA.BP.5184.01A"	0.0727274771657836	0.409836826516309	0.303954100576187
"TCGA.CJ.4903.01A"	2.15103785574484e-14	0.12691231411212	0.453199763220785
"TCGA.A3.3311.01A"	0.060749221590924	0.0132061571056413	0.592655911278467
"TCGA.B4.5844.01A"	0.177487426932432	0.252794978316617	0.318164958017845
"TCGA.B4.5832.01A"	9.65107456455377e-15	0.0831050326127002	0.448727251712415
"TCGA.A3.3326.01A"	0.323970716198927	0.143626218467292	0.379819709402737
"TCGA.CJ.4869.01A"	0.0383360521500464	0.0287131254535346	0.284823622088697
"TCGA.CZ.4864.01A"	0.09502406396241	0.0673528152240858	0.614489964752157
"TCGA.DV.5568.01A"	0.186488036176172	0.226300819629646	0.158728871725642
