"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"
"TCGA.J8.A3YE.01A"	0.0319170659094458	0.0180686832727368	0.00172740706045227	0.0910133907107731	0.0539719446968142	0.108055303815308	1.2736051844756e-14	0.0037742254951111
"TCGA.BJ.A28W.01A"	0.0285387165037472	0.0293096893225575	0.0029025275285704	7.52050531112837e-15	0.0111920607163466	0.0645896266959428	0.358389187374044	0.0232762249160997
"TCGA.EL.A4K9.01A"	0.0918378592997629	0.207270101403907	0.0899985186343947	0.049311478726916	0.227466770653767	0.107163749997797	0.105645325115071	0.0443903942257897
"TCGA.EL.A3ZQ.11A"	0.0731033661187507	0.257514224420279	0.0290808661322103	0.0555169405989578	0.157564116118918	0.23690297748166	0.0200045407478343	0.0859345184904948
"TCGA.BJ.A290.11A"	0.0157982633818928	0.406056572624386	0.0566370197441274	0.217652969247779	0.0952904006428932	0.135892998141841	0.000714609408839413	0.0168506404812396
"TCGA.EM.A1YB.01A"	6.46777948416695e-15	0.0184057479133291	0.00248513543269935	6.46777948416695e-15	6.46777948416695e-15	0.0226703251139447	6.46777948416695e-15	6.46777948416695e-15
"TCGA.DJ.A4V0.01A"	0.0414441080184518	0.136975567994534	0.0453917266033136	0.0537527908008441	0.139298837299338	0.24719787090564	0.276703047540957	0.0358367283322355
"TCGA.EL.A3T2.01A"	0.0670072746986011	0.102688773642506	0.000201060870130353	0.318431179418686	0.112090561373545	0.165344043821686	9.58614970834991e-15	0.0343726425398279
"TCGA.EM.A4FU.01A"	0.078559011074277	0.121246520980957	0.00596297465183202	1.2976203114869e-14	0.0236684894277613	0.170894439435418	1.2976203114869e-14	0.000589172349280625
"TCGA.BJ.A3PR.11A"	0.0681663553226251	0.0468936573081596	0.00567258012439765	0.000626792954758072	0.0474430368955546	0.113176184911968	0.181596561157941	0.0138442909408858
"TCGA.FK.A3S3.01A"	0.0647976385897057	0.180734966726157	0.0856957727528191	0.0552886538581375	0.149820802810083	0.138324118940542	0.0165443067521786	0.0986160556889015
"TCGA.BJ.A3PU.01A"	0.0358243468009218	9.83694401752627e-15	0.0044986356375366	6.73490430079181e-05	0.00370848383103205	0.00760610149131005	0.00910677507187541	0.0412126255161023
"TCGA.FE.A23A.01A"	0.0116366425512272	1.03410195510866e-14	0.0123671659690701	1.03410195510866e-14	0.0108255767590598	0.00361315369940663	0.0691326825872233	0.024801435174596
"TCGA.FY.A3ON.01A"	0.0339665333634268	0.0767975209679659	0.111662354135262	0.241508780510595	0.185183247809869	0.0546711991852204	0.160500511385469	0.10817842781166
"TCGA.E8.A44K.01A"	0.0499898572604966	0.00167669965562952	0.0909403997824831	1.30663220532154e-14	0.00588089280283637	0.00917773104263978	0.0165291100479361	0.028278891514521
"TCGA.KS.A41J.11A"	0.0130914599666637	0.225793947497209	0.0326248303670661	0.200427149757348	0.154184552550857	0.196463049803513	0.0722869845514752	0.0287927016883394
"TCGA.FE.A3PD.01A"	0.0522581738768956	0.0462540473463641	0.0399683499894739	0.0984015104463655	0.181683151649872	0.172035627305801	0.121081692436643	0.0425651458160432
"TCGA.FY.A4B3.01A"	0.0455741469631241	0.0416716008409726	0.261112005090735	0.0682828862561242	0.198550357583269	0.0965167610413087	1.5238758117117e-05	0.253292713830267
"TCGA.BJ.A28T.01A"	0.0481232921663105	0.17280082500045	0.106521062130459	0.0382161585071651	0.028334378321402	0.0891425523616737	0.42418597669832	0.0321877952359348
"TCGA.EL.A3ZP.01A"	0.0217445341362237	0.00151150306606798	0.218608645302543	1.21655998331083e-14	0.163571188185224	0.0824006451431791	0.197206847201071	0.236504061863119
"TCGA.DJ.A1QE.01A"	0.000583974239132425	2.07363769926444e-10	0.257298915311045	0.111336980499629	0.0260272810707465	0.0736020436730041	1.2748869271004e-14	0.137719503511613
"TCGA.EL.A3CS.01A"	0.0325353152105681	0.0762295914884863	0.0986017041607913	0.075749974847579	0.0416144933652711	0.0304447123761418	1.43865585281814e-14	0.0572331651759103
"TCGA.BJ.A2N9.11A"	0.0280763231690162	0.147951913551921	0.0283446001195921	0.0126273896859993	0.0346575716075199	0.121155614317015	0.393548280850018	0.0116115462645957
"TCGA.KS.A4I9.01A"	0.013600897292883	1.59396788166402e-14	0.0296484560343879	1.59396788166402e-14	0.0152663135285205	0.0527629004777372	0.0413337743679799	0.0497660482511087
"TCGA.EM.A3AI.01A"	0.0264232746357757	0.137243377030493	0.0398190005446377	0.0290346722329551	0.149421267457461	0.234533175910509	9.43580628679951e-15	0.0264721776020414
"TCGA.DJ.A3UK.01A"	0.0480555096451904	0.168797015211156	0.061021080645976	0.196515625153921	0.303345396800519	0.104801320200727	0.0718604406038419	0.00304956246688507
"TCGA.BJ.A2N8.11A"	0.0219334467595084	0.189243443680628	0.00797228514290189	0.308844443126797	0.0633174642145417	0.15784860522027	1.10746329025954e-14	0.00760565180501132
"TCGA.EL.A3GO.01A"	0.137655231408451	0.182558730009975	0.0396893443499373	0.0958446895162868	0.0547833008864712	0.102129013062614	0.0337544251586984	0.0584506024740323
"TCGA.E3.A3E2.01A"	0.0529886281486401	0.0644233297147893	0.0554263735628057	0.0429243560792495	0.0911230583656776	0.14154377201964	0.38611012182236	0.0924015958416707
"TCGA.BJ.A192.01A"	0.0607442728876692	0.0369895465112002	0.00468483683248776	0.0255625090682962	0.066966859742319	0.0843384369556631	0.0154489977992538	0.0778119316981466
