"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"
"ipiPD1_2_PRE"	8.97911075919239e-15	8.97911075919239e-15	0.0103822787129961	0.0656259984745047	0.0670120264214219	0.0167378312843958	1.82492796135342e-14
"ipiPD1_6_PRE"	1.12768307547413e-14	0.0307829296688245	0.0154007267749896	0.0046455783875998	0.0701290261717433	0.0441665300897083	1.12768307547413e-14
"ipiPD1_7_PRE"	0.0326241247340987	1.13646022951012e-14	1.13646022951012e-14	0.000126612064440821	0.063535322923063	0.0187125731989417	0.0183909574400037
"ipiPD1_8_PRE"	1.10955292048713e-14	0.0132344016066067	0.0330824871335829	0.020840934680244	0.0263578388208286	0.136233986804075	0.075118333324551
"ipiPD1_10_PRE"	7.5004404019974e-15	7.5004404019974e-15	0.010623656083705	7.5004404019974e-15	0.00225655903519267	0.109080414172372	0.0487673075859023
"ipiPD1_12_PRE"	0.0707421763020279	0.0750059025999932	0.125115053458176	0.173556293613417	0.0591973534582435	0.0100263282901501	0.0743224272675548
"ipiPD1_14_PRE"	1.02024247846005e-14	1.02024247846005e-14	0.0887208843008997	0.0713492218005673	1.02024247846005e-14	0.148432240818342	0.0285184462005949
"ipiPD1_15_PRE"	0.00152449993649951	0.00791872091649549	0.0529730923607787	1.09158805462118e-14	1.09158805462118e-14	0.138735367968091	0.0819698759723482
"ipiPD1_17_PRE"	0.00495953994455742	1.058684502066e-14	0.0707510671912267	0.0475604256920334	0.106903637855416	0.0315313536648861	0.024355186781033
"ipiPD1_20_PRE"	0.0631925886158768	0.279207631570222	0.0389551697996784	0.0827779686645862	0.169576005857876	0.0234034067851521	0.0621714839945193
"ipiPD1_21_PRE"	0.0972791114847284	0.184366224890167	0.040438768226498	0.0741028223864822	0.17629528527968	0.0818881382976144	0.047979175237952
"ipiPD1_23_PRE"	9.69859845996894e-15	9.69859845996894e-15	0.0318097051554176	0.0329739365954983	0.071369877694406	0.099335357726177	0.0290695864533119
"ipiPD1_24_PRE"	0.0184394375811802	0.034057080698139	0.0692808920498738	0.057488005398814	0.0392017980525301	0.0702630573324322	0.0611958740393148
"ipiPD1_25_PRE"	8.10143199586193e-15	0.00965886264793665	0.0277384608228019	0.0800546191346647	0.083784046581723	0.101041085483116	0.0791641758407071
"ipiPD1_26_PRE"	0.12290986980653	0.120568897579298	0.037809729740083	0.0366402040495765	0.106706016414018	0.0099594251538899	0.0320193039880043
"ipiPD1_32_PRE"	0.200393702880833	0.0194879294458609	0.0430474464753705	0.0648790298927671	0.0826093198904229	0.0954384561069614	0.0670736428942864
"ipiPD1_34_PRE"	0.0148013825166833	0.00605790028676871	0.0554735365365133	0.164309036002884	0.0314832807995978	0.116837059243479	1.18949417110495e-14
"ipiPD1_37_PRE"	0.245502742094505	0.12804967867785	0.101351297335116	0.00248381247035699	0.0319302054594668	0.0445489470936329	0.0903251504338211
"ipiPD1_44_PRE"	0.077525895560189	0.054928006192569	0.00658990373696389	0.0572119302289967	0.0330099411519272	0.0019051116294483	0.033436577199068
"ipiPD1_45_PRE"	1.16881836262137e-14	1.16881836262137e-14	0.0475708223559093	0.0663280944049033	0.0956699496916589	0.0732875160932672	0.00149925691349863
"ipiPD1_46_PRE"	0.0555670023568484	0.196532489816376	0.0503792168510558	0.106132595548683	0.0894333782019638	0.0107616336676017	0.0777738588996686
"ipiPD1_47_PRE"	0.187121949126223	0.0431882936012776	0.0288249434700478	0.102662357772138	0.0232455019695975	0.0307690026253924	0.0759402943637121
"ipiPD1_49_PRE"	1.14822093465661e-14	0.0132024353413816	0.0622862478442865	0.00911443886446562	0.000567953432627707	0.0715109508661108	0.059078199392884
"ipiPD1_50_PRE"	0.0749983402156842	0.0448051455758277	0.098981164705726	0.0546929952005062	0.00803153119061191	0.132426796368457	0.114341962574255
"ipiPD1_4_EDT"	0.00966767557623381	8.08223569949507e-15	0.0515373372947612	0.0292360344658458	0.0337319138556866	0.150184860669246	0.0420929278306301
"ipiPD1_9_EDT"	0.00656264153317832	1.23302952975244e-14	0.048950701500137	0.000941520232271377	0.0413187750287643	0.151009378851553	0.0445256705881188
"ipiPD1_1_PRE"	8.71893629396781e-15	8.71893629396781e-15	0.0560608403527148	0.0142421644406084	0.0263608475557625	0.0510053377545383	0.0611760365845608
"ipiPD1_13_PRE"	0.224540112691435	0.0930027515195503	0.0817411870462569	0.011207990006061	0.0740130408981716	0.0559465825335075	0.037128702427734
"ipiPD1_19_PRE"	0.00372584080544867	0.213439764138137	0.0364530039417928	0.0295903042602911	0.0413668241311413	0.100510530917244	0.107398350126804
"ipiPD1_27_PRE"	0.169633884513685	0.154539209287612	0.070767444824347	0.0154021650237978	0.0542424989699576	0.0567950683735847	0.0600361270097887
"ipiPD1_33_PRE"	0.000596866373755833	1.27343532393745e-14	0.127040258715146	1.27343532393745e-14	0.0240480202704733	0.0469143616698552	0.0796848965311478
"ipiPD1_35_PRE"	0.00104102851270238	0.0791264149274638	0.0298580114813286	3.71216820656584e-06	2.00349795246545e-09	0.0674636932389634	0.0313194383303588
"ipiPD1_36_PRE"	0.128781084717416	0.18398451510419	0.112337582842348	1.34199006132445e-13	0.0833498681633151	0.0506021579398901	0.0274286702431908
"ipiPD1_1_EDT"	1.66840064626669e-05	0.0361076711194077	0.0984246019018805	0.035432723665048	0.0988877045362668	0.0283011708864857	0.0366832489218882
"ipiPD1_13_EDT"	0.23072039338568	0.122442578805998	0.120732492467003	9.55958192070592e-15	0.0301348146599735	0.00754019141902566	0.0449118748621658
"ipiPD1_19_EDT"	0.160189257847987	0.1900287426583	0.0162446732539777	0.0026372856068534	2.67535852728657e-12	0.0323353298074316	0.0688910200658117
"ipiPD1_27_EDT"	0.223986976786437	0.13777710552392	0.110188066546474	8.95311270608808e-13	0.0692903185092074	0.0537264791284287	0.0756120572814934
"ipiPD1_33_EDT"	0.245724631766669	0.108357957951182	0.128664601065256	0.0501186064564594	0.0185499097803224	1.06737441880138e-14	0.014340190457187
"ipiPD1_35_EDT"	0.0368619804402192	0.144210892973622	0.0903536561404097	0.00948472602653476	0.0427620924654313	0.0846041772478767	1.342786090769e-14
"ipiPD1_36_EDT"	0.182225679241285	0.264679306390281	0.105583658256019	0.00014189030460601	0.0530044711458561	0.0218749543077547	0.0696364564525141
